#Facebook-like Social Network. https://toreopsahl.com/datasets/#online_social_network (weighted longitudinal one-mode network)
# Opsahl, T., Panzarasa, P., 2009. Clustering in weighted networks. Social Networks 31 (2), 155-163, doi: 10.1016/j.socnet.2009.02.002
# from, to, weight
1,2,3
281,317,31
317,281,72
1414,1414,1
1359,1231,48
679,50,35
272,306,72
281,317,99
317,281,7
800,1072,223
1358,777,9
800,1072,106
448,823,10
800,1072,26
1358,777,34
615,823,69
783,784,41
679,72,34
281,1190,252
306,272,81
679,50,182
272,306,71
1407,1407,1
994,831,118
306,272,24
272,306,40
1267,1180,9
283,843,218
994,315,199
254,1039,42
1373,62,9
991,986,2
1281,325,45
1281,626,36
679,1281,22
1284,824,20
679,50,136
679,1174,162
679,1281,78
1284,1326,70
994,639,139
795,1384,52
306,305,78
498,823,86
679,1281,75
679,1174,216
1071,598,29
1113,508,12
357,1178,6
306,626,77
1403,1403,1
1283,306,105
53,1202,181
626,306,62
306,1283,117
1283,306,35
679,1174,227
928,41,19
306,1283,21
306,1283,28
1283,306,137
325,1281,113
306,1283,73
981,831,29
176,101,32
938,67,25
1395,32,113
809,1213,180
176,277,22
454,1043,262
1190,281,262
809,795,275
1386,1246,83
1178,357,10
1281,325,52
1395,32,41
357,1178,33
357,1169,69
809,257,209
1190,1352,536
1395,32,40
741,758,358
1395,32,24
809,90,335
1295,644,41
101,176,18
101,176,18
325,1281,29
1396,938,20
569,1337,56
1281,325,24
63,26,199
1397,1281,49
277,176,73
1281,1283,22
1281,1397,4
1281,1283,13
1236,555,59
1281,1283,46
1236,615,79
514,1398,107
1236,176,69
514,1350,137
1113,576,55
1176,26,211
479,683,246
642,1280,109
1262,42,14
1236,549,60
1083,1127,61
482,353,62
1083,105,85
576,1113,200
1236,1302,77
353,482,62
105,1083,70
482,353,60
1236,1185,44
1283,1295,34
353,482,40
1236,990,22
1083,105,305
482,353,23
1178,357,113
357,1178,59
725,835,67
938,1396,24
1018,1359,25
1373,609,13
346,1062,35
1399,1018,10
1359,1018,27
26,63,90
26,1176,28
679,1174,186
679,1281,60
1087,1131,88
483,821,243
1429,1429,1
398,354,47
474,337,146
474,163,142
163,1283,61
1060,199,191
1117,856,45
163,474,381
1237,843,42
1060,191,49
1358,777,27
1236,615,39
1246,1400,43
1381,1033,160
176,277,9
176,101,14
1400,1246,121
1236,176,144
1236,549,12
199,1060,478
314,834,45
314,372,95
1246,1400,678
725,1260,39
1236,176,164
753,1271,134
1400,1246,99
1271,1,162
474,163,113
1246,1400,97
460,546,156
1038,576,58
1236,549,42
1236,176,119
323,753,25
1340,1137,43
323,753,25
146,312,385
6,422,71
9,1401,9
422,6,29
1399,1335,15
1399,1335,20
1101,1138,209
1052,1365,83
549,236,63
598,1216,15
753,323,19
1236,615,95
704,1395,83
1379,912,24
19,1390,5
704,1393,111
1236,615,77
704,1400,64
425,992,37
425,1103,21
1359,1342,13
1335,1342,30
1400,704,34
220,719,98
1236,615,93
1284,1213,20
1236,368,141
997,415,61
1213,1284,12
1312,103,145
986,991,5
1354,908,5
1236,1043,20
1354,1183,32
1350,514,64
1176,26,108
1365,834,151
1236,1287,69
1312,103,172
1448,1448,1
581,779,56
114,770,2272
1236,176,154
114,19,64
1236,176,153
1402,1402,1
1231,1252,552
1033,1137,54
12,997,5
1037,1072,141
1283,699,28
539,1253,57
547,1280,49
409,687,65
12,1252,8
1373,609,13
1339,783,29
12,409,28
1043,454,45
409,1004,36
697,1006,72
9,1196,61
12,409,29
372,353,55
687,409,38
1364,199,87
1398,514,76
409,687,96
12,409,104
454,1043,24
12,32,38
1364,1393,44
1110,752,14
12,409,76
1373,32,143
1043,454,198
353,372,186
1373,615,27
1236,176,34
9,1196,70
1236,1043,70
12,409,46
454,1043,215
372,353,43
679,1281,35
1043,454,90
783,1339,19
12,32,26
1334,42,82
1334,1068,11
26,1176,39
12,1255,34
12,1255,26
700,1283,130
12,32,32
687,1281,51
12,969,2
12,32,46
1373,105,37
353,372,51
12,32,9
1103,425,4
12,1255,48
1373,1313,44
118,847,72
118,943,17
1032,783,10
1312,1313,76
12,32,4
271,194,185
1339,783,48
454,1043,38
711,1356,59
711,32,106
711,1339,21
12,1255,190
1339,711,71
770,1103,64
12,1344,16
32,711,55
1183,1354,52
12,1118,18
1043,454,34
711,1339,108
12,1344,17
711,32,59
12,1118,21
770,1196,157
12,1284,16
783,1032,54
783,1339,5
783,1339,35
12,1118,25
12,1344,24
1339,711,188
770,454,42
1339,783,42
32,711,40
12,1118,14
1032,783,29
118,120,22
711,1339,36
1402,1339,7
1402,32,8
1138,1283,59
711,32,31
12,1284,15
12,1344,32
1339,711,154
12,969,48
12,1118,34
12,1344,9
711,1339,229
1402,1339,37
32,711,32
711,32,44
325,1281,135
454,1043,11
12,1118,100
1339,711,292
1185,454,48
12,1118,43
277,176,43
12,1138,16
12,1118,48
308,146,48
12,1118,9
783,1032,26
822,819,45
1402,32,95
1402,1339,16
12,1118,6
1402,325,54
711,1339,158
176,277,13
1402,32,52
12,1118,37
454,1185,15
1043,454,25
12,1118,53
1339,711,280
12,1118,49
12,1118,63
308,278,3
454,1043,6
12,1118,48
711,1339,94
354,398,104
12,969,12
423,938,10
12,1118,62
12,1118,23
398,354,161
42,1226,94
12,1118,38
12,1118,7
398,354,64
12,1118,35
277,176,12
12,1118,27
12,1118,106
12,1118,33
105,1083,323
42,306,40
354,398,473
105,474,36
354,398,72
12,1255,96
1260,725,105
1339,1255,32
498,1050,159
32,1050,22
12,1118,90
679,649,4
598,1033,73
1255,1339,20
12,1118,17
498,1402,61
398,354,414
12,1118,50
881,1090,30
12,1118,73
810,1138,253
810,1351,17
1050,498,48
546,460,49
725,1260,406
498,1072,28
546,460,37
354,398,142
546,544,56
1383,1138,50
1339,1255,55
725,454,71
835,725,146
516,296,199
398,354,70
725,835,214
1255,1339,55
296,516,295
1339,1255,57
1375,199,586
398,354,33
1255,1339,26
1072,498,14
725,454,89
90,1006,46
1339,1255,343
878,1069,46
1255,1339,209
770,454,172
431,308,102
431,617,14
357,1169,70
1043,454,27
454,1043,44
1339,1255,261
1043,454,9
1255,1339,15
454,1043,16
986,649,16
542,598,64
770,454,86
986,19,95
1339,1255,219
249,964,32
770,454,92
1043,454,30
725,454,117
1255,1339,40
454,1043,21
1043,454,4
1339,1255,176
770,454,60
719,220,102
1409,1409,1
835,725,338
725,454,50
306,42,54
725,835,31
1255,1339,4
1274,1281,153
770,454,33
639,1033,227
1339,1231,65
1339,1255,42
1137,1033,77
639,994,461
1255,1339,77
1339,1280,66
835,725,623
1231,1339,64
1113,576,176
1339,474,2
1339,1255,115
1339,1231,68
1255,1339,112
474,1339,20
1339,1255,165
912,375,207
1339,474,70
1231,1339,204
725,835,152
912,1379,90
474,1339,82
1142,752,82
1339,1231,201
725,454,229
1339,474,160
1231,1339,14
1280,1339,109
1339,1231,161
1384,795,50
474,1339,257
576,649,36
1339,1280,204
1280,725,97
1384,778,41
576,1339,17
1358,1381,5
1280,1339,38
281,317,66
878,1255,5
1358,777,9
1339,474,307
63,814,20
1339,576,62
105,474,93
1176,26,207
474,1377,21
317,281,43
281,317,126
398,1377,17
800,1384,40
317,281,11
1339,1280,175
281,317,128
1306,990,81
317,281,61
474,1339,174
1255,1339,68
1255,878,4
725,1280,117
1231,1339,138
1006,90,7
1280,1339,183
281,317,111
725,1280,76
1339,474,281
994,639,337
1280,725,51
871,1029,21
714,517,44
800,1384,58
1280,725,10
871,1384,57
1339,1231,41
1038,576,25
1185,454,47
544,546,110
1339,1280,123
1346,1314,37
1185,454,155
1339,1255,44
596,1179,102
725,1280,203
1383,1138,79
353,261,19
1033,1281,175
800,1384,48
261,353,52
1033,1381,106
1280,1339,146
474,1339,131
800,1384,84
1284,131,84
1280,725,69
994,596,125
1231,1339,28
800,1384,71
835,725,371
1033,598,218
871,1384,98
770,1384,73
1339,474,67
878,1255,80
725,1280,64
1339,1231,90
770,658,24
454,725,115
1339,1280,85
1339,576,21
474,1339,103
1033,639,343
1280,725,140
994,993,37
725,835,276
725,454,84
1280,1339,90
1403,1255,166
1231,1339,135
1033,1137,184
725,1280,286
1339,474,172
986,725,145
1339,1280,108
1280,725,12
1280,1339,128
1339,1231,122
1339,1280,15
474,1339,159
770,1384,115
871,1384,39
986,725,4
1339,474,261
770,1384,58
131,1284,52
1231,1339,93
725,454,135
1033,1377,16
474,1339,244
871,1384,15
576,1339,55
770,1384,58
1339,1231,96
725,1280,192
342,63,102
1339,576,56
770,1384,30
261,835,10
1231,1339,31
576,1339,52
1339,1231,8
1410,1410,1
431,617,29
576,1339,216
1375,994,27
576,1339,6
871,1384,73
800,1256,14
596,994,345
128,927,79
699,1283,70
596,994,25
835,725,446
1413,1413,1
770,1384,79
986,725,101
835,261,73
994,454,140
576,1339,99
986,1036,22
1284,131,55
871,1384,78
220,719,139
1136,254,241
415,1350,107
576,1339,94
1036,32,64
994,596,224
725,835,214
1375,994,32
131,1284,102
1317,919,102
32,1036,113
770,1384,51
1404,1219,7
1255,1339,2
835,725,329
1255,878,41
1244,1287,128
596,994,275
1317,817,186
1339,1255,40
1255,1339,32
1284,131,153
986,725,68
1339,1255,108
254,1244,5
538,546,10
131,1284,23
431,617,115
792,1297,49
1236,1043,67
1236,176,53
1255,1339,100
1136,254,85
398,1359,32
1236,990,144
409,19,6
725,835,95
1339,1255,40
1367,1138,119
994,596,200
342,63,92
1255,1339,44
576,1339,16
1809,1809,1
1136,398,38
1284,131,38
1339,1255,125
1136,254,65
1089,1365,102
1339,576,172
9,1050,72
1456,1456,1
770,396,45
323,643,8
323,643,8
576,1339,27
1403,1255,376
1339,576,92
131,1284,23
1136,254,64
503,102,4
142,329,129
643,323,11
792,1036,195
254,1136,38
1404,1219,54
323,341,6
576,1339,278
1136,254,179
1033,701,57
63,26,8
1339,576,178
323,367,15
498,1072,15
713,353,26
576,1033,46
596,994,460
1117,856,71
792,1297,27
367,323,24
752,1142,62
725,719,199
323,725,16
254,1136,39
323,643,22
1033,1211,49
323,367,123
1138,254,26
1136,254,47
342,63,40
191,1060,100
6,422,27
643,323,58
367,323,24
249,725,41
1211,1033,37
725,323,10
1211,32,10
323,643,28
254,1138,30
576,1339,231
254,1136,10
323,367,65
323,725,52
643,323,54
1136,254,57
1033,576,118
367,323,30
1033,1211,40
1406,1406,1
1403,859,343
725,323,208
1339,576,147
576,1033,110
323,643,16
1255,1339,55
323,367,34
1215,1317,37
1255,1403,35
1339,1255,102
643,323,18
1215,1136,12
323,725,92
1284,131,106
1403,1255,56
254,1136,16
1033,576,77
725,323,90
719,725,157
323,643,175
576,1339,401
323,725,66
725,719,29
835,725,43
341,323,17
323,367,62
342,63,173
991,101,60
323,341,30
350,1168,174
725,323,174
350,626,33
725,835,281
254,1211,12
323,97,11
1359,398,16
341,323,38
1215,1317,13
26,1176,38
26,63,5
576,1033,5
398,1359,17
1339,576,209
249,725,22
249,725,35
643,323,96
856,1176,1056
1255,1339,81
1255,1403,18
131,1284,149
1339,1255,15
1215,1317,22
835,725,160
1403,1255,6
1339,323,23
1215,1317,26
323,725,77
576,1339,146
323,341,126
679,474,16
323,643,27
725,835,320
1339,576,46
576,1339,27
341,323,144
323,1339,10
422,6,46
725,323,74
1283,1138,38
1339,323,15
871,267,6
342,63,88
323,341,77
341,1255,23
799,994,145
576,1339,100
6,422,57
323,725,25
323,1339,23
341,323,139
249,725,7
1339,576,69
725,323,26
1339,323,82
576,1339,56
323,341,59
834,1365,55
342,63,19
1284,131,205
1215,1317,150
323,1339,5
576,1339,23
1339,323,52
367,323,65
323,1339,61
1339,576,142
560,908,62
1339,323,93
1405,516,35
323,367,110
422,6,177
342,63,34
323,1339,48
1428,1428,1
367,323,42
1381,1033,192
1339,323,83
617,103,31
503,605,220
323,367,112
792,1297,64
1176,26,64
323,1339,29
1044,753,30
6,422,51
1044,758,10
809,795,222
576,1339,208
1044,323,16
323,950,12
1340,609,20
1216,598,6
638,1406,16
1339,323,16
1331,632,61
609,1340,8
342,63,140
1339,576,210
809,560,28
1044,323,44
1375,1056,17
1340,1374,15
323,1339,50
609,297,4
1340,1407,60
1044,323,37
103,617,50
809,560,77
1339,323,95
398,1136,6
503,527,53
617,103,62
560,1216,16
1184,644,23
681,617,133
546,544,121
617,103,70
323,1339,124
131,1284,101
323,42,46
546,538,56
131,125,8
1044,323,26
1339,323,236
367,323,17
1402,1339,37
1184,711,91
12,1138,81
503,638,27
12,986,5
1018,772,7
950,323,55
704,1297,56
1402,32,48
12,711,11
503,527,61
711,1184,123
1281,354,9
1297,704,64
1295,1283,54
1087,1131,49
503,527,9
1402,1083,50
12,711,31
503,352,7
1283,1295,7
1402,29,157
1281,1033,141
307,317,131
1284,131,131
12,1118,19
704,1297,6
1402,950,6
1402,254,6
1184,711,117
12,527,30
1402,423,4
1402,1033,2
1283,409,16
1359,1335,124
1402,994,98
605,90,4
1402,704,7
1281,325,167
12,392,37
372,1359,10
704,323,36
90,605,5
1402,1319,67
1281,687,130
1402,560,2
1359,372,28
12,1214,54
871,306,9
103,617,28
605,90,127
372,952,39
503,272,7
617,103,25
1402,1339,102
871,952,30
1402,254,13
503,254,9
503,352,49
1297,704,121
103,617,64
90,605,81
1402,254,5
503,254,15
617,103,13
372,1359,39
1216,598,39
681,617,42
1402,1339,71
261,835,215
605,90,22
1402,950,84
598,1216,26
843,306,164
1367,1138,146
307,317,134
1402,254,85
12,711,25
12,711,6
353,392,125
1283,1063,12
306,843,75
90,605,30
1402,560,30
617,103,14
249,1402,33
144,1408,15
254,1402,125
605,90,113
128,1113,25
1319,1402,137
90,605,10
1083,1402,87
67,1402,41
1044,1402,55
679,1281,77
560,1402,78
1044,753,47
323,367,11
1044,323,73
681,1402,98
617,317,50
605,317,60
323,950,103
1339,1402,115
617,103,62
835,261,393
1044,753,17
128,557,27
1044,323,6
1339,90,45
306,952,38
128,503,39
1379,912,38
1274,1281,214
770,1402,102
1379,131,81
323,704,86
294,831,146
1402,254,63
90,1339,49
557,128,19
350,1353,56
1402,1319,56
307,317,28
12,834,58
1402,560,17
617,103,12
704,323,12
128,1409,41
1216,542,93
1402,1083,16
605,734,32
950,1402,109
1339,1234,109
297,609,21
950,323,56
254,1402,80
952,306,46
1317,507,26
560,1402,23
306,952,19
389,830,99
249,1402,65
1402,950,10
1339,90,56
389,609,78
1402,254,78
710,1283,13
681,1402,25
1402,560,3
1026,615,42
538,546,101
507,1317,46
254,1402,178
1026,184,37
1026,1045,15
770,1402,73
323,704,31
1317,507,57
272,503,52
1402,254,52
1184,254,15
372,1402,32
1117,856,493
1274,306,84
422,6,116
249,1402,178
1069,878,13
306,1274,19
254,1402,109
372,1402,35
704,323,82
323,950,102
372,1354,13
843,356,61
1274,306,76
6,422,37
681,1402,17
1402,1339,8
770,1402,27
12,1379,29
1402,372,19
507,1317,130
323,704,48
356,843,83
1044,1402,91
1409,128,153
1317,507,52
1402,254,59
1069,542,176
439,952,44
1402,372,57
1184,254,115
1339,1402,134
249,1402,135
704,323,127
560,1402,50
1402,1339,37
372,1402,238
128,557,90
770,1402,45
1402,560,27
814,63,129
539,952,103
539,952,103
1402,372,17
254,1402,267
1339,1402,48
1402,254,10
770,1402,101
1402,1339,81
261,835,752
128,1409,150
323,1339,150
507,1317,43
1410,753,33
372,1402,234
1339,1402,46
36,211,95
339,1402,122
1402,372,38
254,1402,143
372,1402,30
770,1402,105
1402,1339,23
919,1317,97
1402,339,17
372,1402,128
1402,254,6
1402,372,6
1379,1402,58
1339,323,148
710,539,22
12,1379,23
1184,254,61
1402,372,43
12,1379,36
1339,1402,58
1410,6,69
1402,1379,69
372,1402,16
770,1402,138
1184,644,138
1379,12,135
1402,1339,10
1044,1402,63
1402,372,12
1379,1402,79
679,1281,66
372,1402,42
1400,1411,73
1402,1379,10
1281,356,21
1402,372,10
323,704,96
1379,1402,45
372,1402,56
770,1402,26
1184,254,20
871,306,12
1402,1379,10
254,1216,105
770,36,105
1339,589,29
1402,372,17
1381,798,26
1410,6,86
356,1281,64
1379,1402,112
704,323,173
339,1402,33
1274,1281,53
594,1171,16
1381,783,2
1184,367,59
810,1402,199
1281,356,39
544,546,53
770,1402,53
1184,254,26
1339,1402,78
1402,1379,6
1402,339,46
1402,339,46
1409,128,230
1410,6,109
1402,1339,20
1402,498,6
356,1281,130
1184,254,130
1184,254,6
1379,598,87
367,1184,82
1184,254,10
12,1379,18
1184,254,2
128,612,31
1379,598,143
874,919,12
871,306,43
1184,367,16
1379,1402,16
12,569,25
1402,1379,4
1138,254,42
1379,1402,20
323,1339,55
1044,1402,26
1402,1379,11
1138,1283,81
143,1339,54
367,1184,54
810,1402,54
1274,1281,256
12,358,15
1383,1381,23
1281,356,32
12,358,31
1184,367,31
128,235,47
569,128,142
67,1402,48
1339,323,67
128,1409,105
372,1402,11
546,538,65
576,1339,12
12,1138,71
128,569,141
372,1402,88
372,1402,29
12,358,14
546,544,14
356,1281,2
810,1402,90
12,569,7
609,389,65
12,358,22
569,128,56
1184,367,70
1412,1412,1
350,358,41
1339,576,80
12,1118,37
546,598,37
128,569,315
418,1402,315
12,569,5
544,546,158
681,1402,154
67,697,59
576,1339,16
12,358,98
12,1118,31
569,128,72
1184,367,32
12,1118,44
1216,254,33
871,306,23
569,128,44
12,1138,58
1123,507,15
12,569,33
871,306,10
1339,576,85
372,1412,49
128,569,105
12,358,13
1274,1281,439
12,1118,43
1038,576,146
12,1138,72
350,358,68
950,323,59
507,1123,38
1280,725,178
569,128,46
392,353,100
1339,297,43
1280,1339,32
1036,792,115
598,1379,73
1281,539,2
1280,1287,36
1412,372,63
1295,1283,84
12,392,30
128,548,41
1339,1280,45
297,1339,50
63,814,24
354,398,9
12,1118,80
1280,1339,34
1339,297,46
12,569,25
354,398,51
372,1018,39
12,1118,33
372,1412,71
1339,1280,242
297,1339,14
576,1339,8
871,1412,62
993,994,24
372,1381,15
1339,297,122
12,1118,4
1280,1339,4
146,308,27
297,1339,27
1287,1280,135
1339,576,95
12,392,38
1280,1287,35
1339,1280,76
1339,297,11
12,1118,39
1018,372,39
1381,372,12
12,569,19
1274,1281,407
993,1402,125
640,576,30
1339,297,108
1381,372,13
576,1339,11
1381,128,2
12,392,119
546,544,79
372,1018,78
576,640,78
372,1381,43
372,1381,108
12,1118,137
503,128,105
503,272,20
792,1036,55
297,1339,28
12,392,13
1339,576,13
12,569,8
503,306,8
640,576,118
306,503,8
1381,372,42
1339,297,76
1381,372,41
503,306,22
576,1339,29
306,503,95
12,1118,72
306,503,7
503,306,8
12,1138,25
1036,792,388
12,392,41
12,569,25
12,1118,19
12,392,7
576,640,204
12,1118,2
792,1036,310
12,569,45
128,1381,54
323,1339,2
640,576,140
1328,306,47
372,1381,40
372,1381,7
582,598,72
12,1138,122
1383,1381,49
323,950,18
12,392,21
1381,128,21
859,1403,305
1274,1281,542
12,1118,19
760,542,28
1083,1402,225
372,592,6
810,1412,62
12,569,43
372,353,82
843,1237,338
1283,1138,22
12,1138,60
792,1036,299
12,1118,85
1354,372,14
12,392,33
592,372,10
12,569,38
1383,1381,84
128,1381,66
1381,128,44
1215,498,47
372,1354,32
372,592,7
598,582,177
1383,1381,39
12,1118,48
12,569,23
576,640,246
1381,1383,68
938,423,17
128,1354,11
792,1036,29
12,392,201
1215,498,22
12,1118,33
128,1381,99
12,569,4
592,372,202
392,306,194
12,1118,37
681,562,16
871,843,62
308,281,135
12,1118,30
12,392,56
12,1118,4
792,1036,97
582,598,117
12,569,13
1138,1283,44
12,1118,30
1383,1381,68
1415,1415,1
1383,1381,36
12,1118,57
1339,323,34
792,1036,118
372,592,215
12,1118,26
592,372,163
372,482,37
1215,498,7
12,1118,92
1373,408,125
128,1381,41
372,592,169
1281,1283,59
1274,1281,310
1383,392,14
883,72,72
297,1339,40
871,843,35
1373,592,98
1283,1138,45
871,843,8
1373,592,67
933,1214,14
600,470,138
372,592,263
372,482,20
600,105,69
1138,1283,56
372,482,34
1383,392,39
1283,1138,69
1033,576,58
1158,325,14
1158,325,32
1373,713,74
1280,1403,7
592,372,162
1402,372,236
1373,592,86
372,482,64
1402,418,136
1138,1283,86
1033,1381,211
1402,993,7
482,372,80
1402,1083,155
372,1402,186
1383,392,57
372,482,13
372,482,25
372,592,6
1033,1281,214
146,128,136
1373,592,161
1373,592,9
1383,392,11
1283,1138,53
1281,1033,98
1138,1283,76
713,325,578
1373,609,58
843,1237,69
1235,1402,88
713,548,254
1235,576,17
1413,1381,26
1235,843,23
1274,1281,393
1283,1138,13
713,271,343
1383,392,74
1235,843,82
639,994,422
1414,42,33
128,1415,42
639,1033,381
1138,1283,146
1379,598,36
639,498,188
315,994,59
1281,1274,432
792,356,175
1089,1412,111
1283,1138,166
1822,1822,1
1383,392,19
128,778,96
315,840,94
1442,1442,1
72,883,21
1083,1402,101
1138,1283,101
1383,392,20
1283,1138,89
599,1381,86
1138,1283,88
1283,1138,45
1383,392,49
1138,1283,93
1283,1138,161
1416,277,64
495,585,249
555,1292,19
495,1113,193
1138,1283,209
468,277,234
1023,1402,104
1023,1402,104
1283,1138,169
1381,1033,179
1381,128,66
495,950,466
1381,1383,112
1381,1413,36
1383,392,37
1381,599,97
1138,1283,118
146,128,11
1381,713,2
1416,1138,68
1381,1413,12
1383,1381,117
1138,1283,138
1381,1383,70
1383,392,101
1383,1381,28
392,1295,92
42,1414,34
1283,1138,246
495,1043,566
128,1381,167
1383,1381,73
1383,1381,24
42,135,47
942,605,193
1381,128,178
1138,1283,119
893,994,362
495,1043,471
495,498,171
893,590,185
1381,1138,52
128,1381,196
498,495,129
1381,1138,18
1381,128,51
1383,1381,18
1283,1138,284
1138,1381,10
1138,1381,26
1381,1383,63
128,1381,70
1381,1138,71
1381,128,27
599,1381,152
1138,1283,139
1383,1381,60
1416,1138,102
1138,1381,40
128,1381,15
422,6,40
495,498,402
1381,599,65
495,498,72
1281,1023,21
1381,1138,54
1383,1381,40
498,495,83
1138,1381,57
1381,1138,60
1381,495,2
1283,1138,392
1138,1381,8
128,1004,30
1381,1138,59
599,1381,67
1416,1138,120
498,495,92
1381,599,94
1138,1283,244
498,495,135
1138,1381,48
1383,1381,26
128,1381,31
1381,128,61
783,1381,3
1383,1381,3
1381,783,19
128,1381,31
783,1381,9
1381,128,40
1383,1381,33
1381,783,81
128,1381,32
1381,128,38
599,1381,68
1383,1381,14
128,1381,66
1381,599,34
1138,1381,30
1381,1138,58
1381,1138,15
1383,1381,15
1283,1138,28
1383,1381,25
1138,1381,8
1138,1381,76
783,1381,52
1381,1138,47
542,1069,321
1381,783,38
1138,1283,7
542,760,59
1417,1417,1
1138,1381,18
1383,1283,75
1317,1417,35
1383,1381,24
1283,1138,160
783,1381,38
1381,783,113
1056,1032,159
1381,1138,37
760,576,9
599,1381,18
1383,1283,21
599,1381,26
1138,1283,92
1381,599,23
783,1381,43
1417,1317,80
1381,599,34
1381,783,58
1138,1381,21
1381,1138,16
599,1381,67
599,1381,76
1138,1381,41
1283,1138,12
1138,1283,148
1381,599,95
1381,1138,37
1381,1383,31
1383,1381,46
783,1381,174
1383,1381,2
1381,783,16
1281,413,5
1283,1138,101
1381,843,2
1138,1381,29
1283,1383,160
783,1381,47
325,1402,186
1138,1283,85
1383,1381,261
325,1281,188
1416,1138,93
325,1158,25
783,1213,17
1383,1283,27
1416,1413,46
1381,1383,146
599,1381,119
479,413,43
479,413,134
1416,1138,87
1383,1381,161
1356,1281,76
413,479,142
1356,852,142
1138,1381,144
1381,1138,44
1381,1138,113
1356,711,62
413,479,121
479,413,206
479,413,49
1416,1138,60
413,479,98
1138,1381,145
1416,1291,14
479,413,196
1138,1381,25
413,479,181
1416,260,106
479,413,189
1381,1138,86
1381,1138,93
1295,392,98
1416,1138,121
413,479,92
1381,1138,102
479,413,178
1168,683,37
1283,1138,42
1416,713,84
413,479,193
479,413,24
1138,1381,34
1138,1381,156
1138,1381,5
1138,1283,68
1283,1138,13
1281,1356,58
1281,325,80
1281,413,16
1283,1402,8
350,1168,58
542,1292,98
1213,783,6
865,1402,14
1142,752,103
809,795,603
9,1317,189
9,1196,58
1113,128,130
1113,323,38
1113,933,37
713,325,77
1113,495,604
342,1417,44
342,783,102
342,843,50
342,1216,26
1272,1244,10
26,1176,26
254,1216,37
605,277,35
281,317,69
830,389,345
679,1281,85
67,1417,11
163,474,71
1403,859,465
1403,1280,9
509,616,577
830,389,109
1373,859,49
1236,1043,52
1236,615,58
1236,176,44
1236,392,47
1236,1287,28
725,1280,43
1654,1654,1
1373,1306,44
594,1289,168
576,1033,93
615,1026,4
409,1283,26
1374,699,25
699,1374,8
699,1374,63
1374,699,60
1234,1339,53
225,638,215
792,1036,138
189,36,30
225,1281,43
699,1374,3
189,712,63
249,964,15
3,555,119
711,1356,86
1373,697,110
1328,391,61
1373,753,79
859,1403,316
1373,707,72
859,413,85
1373,859,127
1402,372,71
1373,1191,58
1403,859,58
1402,1083,8
1402,1023,12
1373,859,114
1402,325,27
1402,1283,7
919,874,156
1402,865,12
859,1403,402
810,1402,82
431,859,25
114,770,519
1262,598,416
114,770,126
1403,859,310
810,1402,243
770,1402,72
859,1403,51
1113,323,87
1189,1407,7
1189,1402,148
1189,1291,97
950,495,704
1189,835,100
1236,615,59
431,859,140
871,1384,64
871,1384,140
871,1384,3
809,1262,28
1044,1402,53
1127,1083,13
1127,454,96
1127,1274,21
278,308,129
560,1072,126
712,189,278
1566,1566,1
712,640,188
1153,1103,129
1339,1234,121
1280,725,15
1018,413,25
1358,352,21
1274,1281,526
1018,711,213
621,105,74
389,609,32
952,439,82
389,830,169
389,830,65
598,1379,95
919,50,57
337,474,11
339,1000,21
1000,339,10
1402,1189,35
708,105,38
843,1268,253
50,919,21
1387,1313,100
431,859,94
101,176,14
634,341,33
105,621,59
105,708,20
101,198,624
821,752,27
42,1418,2
1179,596,202
1044,1402,83
683,479,278
1393,332,134
1044,1402,33
423,1402,74
483,398,305
9,1317,96
184,1026,53
483,821,288
9,1402,6
908,560,8
908,1354,7
431,617,150
1359,1335,47
114,770,501
594,1289,85
339,1402,276
9,1265,53
189,712,460
42,1402,175
1402,339,15
1402,42,8
189,712,166
1018,708,105
1402,687,7
1018,1402,273
1402,1018,35
1272,1402,49
1018,1402,281
317,605,18
189,1291,151
495,498,65
714,1376,69
317,538,216
495,1381,5
495,498,48
495,498,46
317,1171,17
1423,1423,1
1402,1272,17
189,1261,177
181,766,71
1402,1018,30
495,1113,148
1272,1402,6
181,495,890
495,950,846
1367,1138,84
339,475,276
479,683,188
495,181,696
339,598,276
339,495,276
569,372,14
176,101,31
950,495,766
398,354,101
398,483,12
1295,1117,75
9,1402,14
9,1196,127
1281,683,67
181,495,1274
840,315,120
124,598,72
1127,296,92
1419,1419,1
1138,1367,72
124,1402,136
598,124,105
124,598,118
498,495,38
353,42,62
252,1402,61
386,422,34
1431,1431,1
124,97,130
146,26,26
415,1208,8
146,26,74
146,26,22
146,26,10
212,590,193
1176,26,237
415,997,54
598,124,80
26,1176,82
498,495,43
598,1262,256
425,1103,29
598,582,151
598,546,102
316,714,61
598,1033,182
928,542,133
598,1379,75
711,1018,300
598,644,60
1260,725,280
124,598,72
1402,124,14
838,626,57
439,952,69
26,386,37
481,1402,51
598,124,110
67,1417,29
1286,1359,5
1,1271,37
473,1189,22
1286,1342,29
1286,1343,34
609,389,18
97,124,73
36,189,61
1033,1281,35
32,799,31
1171,317,10
1033,639,360
124,598,79
810,1402,37
124,97,116
1189,1402,49
124,1402,83
1189,473,34
1033,1381,41
1033,576,78
576,1033,108
1176,26,278
1033,598,262
431,595,105
1292,555,37
1393,1364,68
1292,325,45
586,1402,86
1393,704,99
1033,576,304
97,124,12
474,163,62
546,598,11
749,1118,69
576,1033,200
431,595,43
